"Maze ID","Block ID","Block type","Block title","Block description","Tester ID","Started at","Completed at","Study duration (seconds)","Device type","OS","Vendor","Model","Browser","Browser version","Language","Source","Reach email","Mission type","Path","Screen ID","Screen duration (seconds)","Total duration (seconds)","Success","Give up","x","y","Total click count","Total misclick count","Misclick rate","Total misclick page count"
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","457215158","2025-10-20 19:27:18","2025-10-20 19:51:37",1458.5,,"Mac OS","Apple","Macintosh","Chrome","130.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1767","1151:1444",11.3,11.3,"TRUE","FALSE",42,29,7,6,"85.71%",1
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","457215158","2025-10-20 19:27:18","2025-10-20 19:51:37",1458.5,,"Mac OS","Apple","Macintosh","Chrome","130.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1767","1151:1444",11.3,11.3,"TRUE","FALSE",71,48,7,6,"85.71%",1
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","284515967","2025-10-22 11:46:55","2025-10-22 11:48:29",94,,"Windows",,,"Chrome","141.0.0.0","en-US","link",,"GOAL_BASED","1151:1444;1151:1602;1151:1767","1151:1444",1.5,1.45,"TRUE","FALSE",35,57,2,0,"0.00%",0
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","284515967","2025-10-22 11:46:55","2025-10-22 11:48:29",94,,"Windows",,,"Chrome","141.0.0.0","en-US","link",,"GOAL_BASED","1151:1444;1151:1602;1151:1767","1151:1602",,1.45,"TRUE","FALSE",59,49,2,0,"0.00%",0
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","457096079","2025-10-22 11:54:31","2025-10-22 11:55:47",76.5,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1602;1151:1767","1151:1444",1.4,1.36,"TRUE","FALSE",38,44,2,0,"0.00%",0
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","457096079","2025-10-22 11:54:31","2025-10-22 11:55:47",76.5,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1602;1151:1767","1151:1602",,1.36,"TRUE","FALSE",61,56,2,0,"0.00%",0
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","455224138","2025-10-23 13:10:45","2025-10-23 13:12:08",83.6,,"Windows",,,"Opera","122.0.0.0","en-US","link",,"GOAL_BASED","1151:1444;1151:1767","1151:1444",9.7,9.66,"TRUE","FALSE",57,62,1,0,"0.00%",0
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","457139441","2025-10-24 10:43:36","2025-10-24 10:49:07",331.3,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1767","1151:1444",2.8,2.77,"TRUE","FALSE",60,61,1,0,"0.00%",0
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","459356026","2025-10-24 15:18:19","2025-10-24 15:20:05",105.7,,"Windows",,,"Opera","122.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1767","1151:1444",3.1,3.05,"TRUE","FALSE",63,60,1,0,"0.00%",0
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","459407124","2025-10-24 17:33:37","2025-10-24 17:34:31",54.3,,"Mac OS","Apple","Macintosh","Chrome","130.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1602;1151:1767","1151:1444",1.4,1.43,"TRUE","FALSE",33,39,2,0,"0.00%",0
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","459407124","2025-10-24 17:33:37","2025-10-24 17:34:31",54.3,,"Mac OS","Apple","Macintosh","Chrome","130.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1602;1151:1767","1151:1602",,1.43,"TRUE","FALSE",61,36,2,0,"0.00%",0
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","459473376","2025-10-24 19:55:49","2025-10-24 20:00:08",258.4,,"Windows",,,"Opera","122.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1944;1151:1444;1151:1602;1151:1767","1151:1444",18.5,39.18,"TRUE","FALSE",89,45,11,7,"63.64%",1
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","459473376","2025-10-24 19:55:49","2025-10-24 20:00:08",258.4,,"Windows",,,"Opera","122.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1944;1151:1444;1151:1602;1151:1767","1151:1944",3.7,39.18,"TRUE","FALSE",9,4,11,7,"63.64%",1
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","459473376","2025-10-24 19:55:49","2025-10-24 20:00:08",258.4,,"Windows",,,"Opera","122.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1944;1151:1444;1151:1602;1151:1767","1151:1444",16.9,39.18,"TRUE","FALSE",38,10,11,7,"63.64%",1
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","459473376","2025-10-24 19:55:49","2025-10-24 20:00:08",258.4,,"Windows",,,"Opera","122.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1944;1151:1444;1151:1602;1151:1767","1151:1444",16.9,39.18,"TRUE","FALSE",52,13,11,7,"63.64%",1
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","459473376","2025-10-24 19:55:49","2025-10-24 20:00:08",258.4,,"Windows",,,"Opera","122.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1944;1151:1444;1151:1602;1151:1767","1151:1444",16.9,39.18,"TRUE","FALSE",50,12,11,7,"63.64%",1
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","459473376","2025-10-24 19:55:49","2025-10-24 20:00:08",258.4,,"Windows",,,"Opera","122.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1944;1151:1444;1151:1602;1151:1767","1151:1444",16.9,39.18,"TRUE","FALSE",50,12,11,7,"63.64%",1
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","459473376","2025-10-24 19:55:49","2025-10-24 20:00:08",258.4,,"Windows",,,"Opera","122.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1944;1151:1444;1151:1602;1151:1767","1151:1444",16.9,39.18,"TRUE","FALSE",37,15,11,7,"63.64%",1
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","459473376","2025-10-24 19:55:49","2025-10-24 20:00:08",258.4,,"Windows",,,"Opera","122.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1944;1151:1444;1151:1602;1151:1767","1151:1444",16.9,39.18,"TRUE","FALSE",29,17,11,7,"63.64%",1
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","459473376","2025-10-24 19:55:49","2025-10-24 20:00:08",258.4,,"Windows",,,"Opera","122.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1944;1151:1444;1151:1602;1151:1767","1151:1444",16.9,39.18,"TRUE","FALSE",50,22,11,7,"63.64%",1
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","459473376","2025-10-24 19:55:49","2025-10-24 20:00:08",258.4,,"Windows",,,"Opera","122.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1944;1151:1444;1151:1602;1151:1767","1151:1444",16.9,39.18,"TRUE","FALSE",38,39,11,7,"63.64%",1
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","459473376","2025-10-24 19:55:49","2025-10-24 20:00:08",258.4,,"Windows",,,"Opera","122.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1944;1151:1444;1151:1602;1151:1767","1151:1602",,39.18,"TRUE","FALSE",54,57,11,7,"63.64%",1
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","460332893","2025-10-27 14:45:19","2025-10-27 14:48:03",164.7,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1767","1151:1444",2.1,2.06,"TRUE","FALSE",63,44,1,0,"0.00%",0
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","460343528","2025-10-27 14:47:31","2025-10-27 14:48:35",64.3,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1767","1151:1444",1.5,1.51,"TRUE","FALSE",58,42,1,0,"0.00%",0
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","460345464","2025-10-27 14:56:45","2025-10-27 14:58:28",103.3,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1602;1151:1767","1151:1444",7.3,7.25,"TRUE","FALSE",48,69,2,0,"0.00%",0
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","460345464","2025-10-27 14:56:45","2025-10-27 14:58:28",103.3,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1602;1151:1767","1151:1602",,7.25,"TRUE","FALSE",58,70,2,0,"0.00%",0
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","460359041","2025-10-27 15:02:11","2025-10-27 15:04:06",115.5,"mobile","Android",,"K","Samsung Internet","28.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1767","1151:1444",10.6,10.56,"TRUE","FALSE",63,24,1,0,"0.00%",0
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","461008401","2025-10-28 14:29:26","2025-10-28 14:30:45",79.8,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1767","1151:1444",1.6,1.63,"TRUE","FALSE",60,46,1,0,"0.00%",0
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","461008210","2025-10-28 14:36:18","2025-10-28 14:38:18",120,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1767","1151:1444",5.5,5.49,"TRUE","FALSE",63,59,1,0,"0.00%",0
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","458032753","2025-10-28 14:37:36","2025-10-28 14:39:17",100.1,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1767","1151:1444",1.7,1.66,"TRUE","FALSE",60,40,1,0,"0.00%",0
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","461017896","2025-10-28 14:39:34","2025-10-28 14:40:47",73.5,,"Windows",,,"Chrome","132.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1767","1151:1444",1.9,1.91,"TRUE","FALSE",61,36,1,0,"0.00%",0
"456992930","bcb23ac4-156a-48c9-a4a2-1621ddf36503","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","461012016","2025-10-28 14:40:32","2025-10-28 14:41:33",60.6,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","1151:1444;1151:1767","1151:1444",8.6,8.64,"TRUE","FALSE",62,37,2,1,"50.00%",1
